,Comentarios,Depresivo,TweetPre,Idioma
6520,Un 10 de noviembre pero de 1996 debutaba en La Bombonera un tal Juan Román Riquelme. Al juvenil con paso por Argentinos Juniors no le pesó la camiseta y con el tiempo llegó a convertirse en ídolo de Boca Juniors💙💛💙,0,un de noviembre pero de debutaba en la bombonera un tal juan roman riquelme al juvenil con paso por argentinos juniors no le peso la camiseta y con el tiempo llego convertirse en idolo de boca juniors,es
6521,que las autoridades o medios de comunicación sepan que los derechos son para todos sin ninguna distinción,0,que las autoridades o medios de comunicacion sepan que los derechos son para todos sin ninguna distincion,es
6524,"Dos días, dos y cada vez peor, no es normal, con estos números,  es imposible. Jamás se logrará lo de años anteriores, cuanto antes se acepte mejor para todos. Hay que saber cuando soltar para con los años tener un recuerdo aceptable y no el de esta temporada.",0,dos dias dos y cada vez peor no es normal con estos numeros es imposible jamas se lograra lo de anos anteriores cuanto antes se acepte mejor para todos hay que saber cuando soltar para con los anos tener un recuerdo aceptable y no el de esta temporada,es
6525,@eloycobera Siempre que uso la opción de silenciar funciona fatal y me siguen apareciendo cosas :(,0,siempre que uso la opcion de silenciar funciona fatal y me siguen apareciendo cosas,es
6527,"Estimada @IreneMontero, los argentinos aguardamos su repudio a los dichos de la inmoral vocera del presidente Alberto Fernández, @gabicerru 
Y a vos Gabriela, #RenunciaCerrutti https://t.co/y3KDDlUPlf",0,estimada los argentinos aguardamos su repudio los dichos de la inmoral vocera del presidente alberto fernandez y vos gabriela renunciacerrutti,es
6528,lo amo quiero llorar https://t.co/tareTqoldI,0,lo amo quiero llorar,es
6530,"vieron como ambas tienen el micrófono en la mano porque saben que está prohibido sacarlo o tratar de cubrirlo, más les vale que la sanción sea justa porque les quemo telefe https://t.co/4HlbWe6fGU",0,vieron como ambas tienen el microfono en la mano porque saben que esta prohibido sacarlo o tratar de cubrirlo mas les vale que la sancion sea justa porque les quemo telefe,es
6534,@CocinaFuentes Muy sabrosos que rico,0,muy sabrosos que rico,es
6536,"@Randy8603058146 el árbol se cae en dirección al rio, la serpiente se cae x el impulso y tener poco agarre, el árbol cae encima de los cocodrilos mientras q el hombre cae en la otra orilla x estar en el extremo de la rama, el león no puede cruzar xq el árbol se hunde en el río y puto el q lo lea",0,el arbol se cae en direccion al rio la serpiente se cae x el impulso y tener poco agarre el arbol cae encima de los cocodrilos mientras q el hombre cae en la otra orilla x estar en el extremo de la rama el leon no puede cruzar xq el arbol se hunde en el rio y puto el q lo lea,es
6538,@marianagiac así hago el asiago aciago 🧀😭,0,asi hago el asiago aciago,es
6540,"Y las verduras con mayor aporte de antioxidantes son:
El perejil, la albahaca, la espinaca, el cilantro, el pimentón rojo, la acelga y el repollo morado.",0,y las verduras con mayor aporte de antioxidantes son el perejil la albahaca la espinaca el cilantro el pimenton rojo la acelga y el repollo morado,es
6541,"Me ha hecho ilu ver que a un compi del wow con el que me llevaba bien, que hablaba en un programa de esports bastante chill, le van tan bien las cosas, al ser de Lol y tal no lo seguia mucho pero jope. Que bien por él.",0,me ha hecho ilu ver que un compi del wow con el que me llevaba bien que hablaba en un programa de esports bastante chill le van tan bien las cosas al ser de lol y tal no lo seguia mucho pero jope que bien por el,es
6543,@boy502 Te lo dicen porque la mayoría de la gente se burla de las personas trans con esos memes. Como invalidando nuestra identidad con un chiste de animales.,0,te lo dicen porque la mayoria de la gente se burla de las personas trans con esos memes como invalidando nuestra identidad con un chiste de animales,es
6544,Hermoso y encantador mi Bogumy dios le cuide 🙏🙏🥰♥️🇲🇽 https://t.co/eBotT0q53W,0,hermoso y encantador mi bogumy dios le cuide,es
6545,@yamszng Parece ironía,0,parece ironia,es
6546,"Buena tarde a todos 💚
☝️ Recuerden que nuestros preroladitos son especialmente deliciosos 💚🤑
Pide menucito por DM https://t.co/k6hAK0fNmF",0,buena tarde todos recuerden que nuestros preroladitos son especialmente deliciosos pide menucito por dm,es
6547,"@Radiohen Que pendej@d@ se les ocurre hacer.. neta que estos si son hdspm, espero que la ley haga lo que le corresponde.",0,que se les ocurre hacer neta que estos si son hdspm espero que la ley haga lo que le corresponde,es
6549,"Mi novio llegó de trabajar
Me dice toma cómprate lo que quieras .
10.000$ me regaló 🥺😍
Lo amo ❤️ https://t.co/mIqUJsyQWY",0,mi novio llego de trabajar me dice toma comprate lo que quieras me regalo lo amo,es
6551,@helenaresano @laSextaTV Muy buena nena,0,muy buena nena,es
6553,"@sans_crita Es que si me dejo ir, empalmo ya con toda la noche😅",0,es que si me dejo ir empalmo ya con toda la noche,es
6554,la última vez que tomé vodka fue en Paraguay cuando salí con mi “primo” (de cariño obvio). Pregúntale a las chicas como me fue el próximo día en clase de baile 🤣 https://t.co/6bmg6QTcPg,0,la ultima vez que tome vodka fue en paraguay cuando sali con mi primo de carino obvio preguntale las chicas como me fue el proximo dia en clase de baile,es
6555,"Maldito Vinicius, ya empieza con los pases de alevín. La madre que me parió.",0,maldito vinicius ya empieza con los pases de alevin la madre que me pario,es
6556,@paloquehemos Se podría agregar 🤭,0,se podria agregar,es
6557,"Una niña les dijo a sus compañeros que hablaba chino, coreano y japonés jajaja me los choreó bien bonito “traduciéndoles” frases toda la clase pero se topó con la miss loca de los idiomas, sorry mija.",0,una nina les dijo sus companeros que hablaba chino coreano y japones me los choreo bien bonito traduciendoles frases toda la clase pero se topo con la miss loca de los idiomas sorry mija,es
6560,Ahora entiendo porque no duermes por las noches,0,ahora entiendo porque no duermes por las noches,es
6561,"@proceso y tú porque crees Anabel, porque simplemente es algo que le duele al administrador de México que por cierto para este trabajo salió pésimo, por eso reprobó muchas materias en la Universidad, para ser preciso de la UNAM de donde nunca tendrá un titulo, estas cosas le duelen mucho",0,y tu porque crees anabel porque simplemente es algo que le duele al administrador de mexico que por cierto para este trabajo salio pesimo por eso reprobo muchas materias en la universidad para ser preciso de la unam de donde nunca tendra un titulo estas cosas le duelen mucho,es
6562,Karen’s man out here giving me consejos pero el ni lo toma😂😂😂,0,karen s man out here giving me consejos pero el ni lo toma,es
6564,@gonsandgard @Mancuer91 Esta lanzando su gafe xd,0,esta lanzando su gafe xd,es
6567,"@AnPasserini @Roberliberal La parte de la ´piedras no está, pero no sé si estaba antes. Tiene limitado los comentarios.😒 y subió una historia viajando con el inútil y Fiambrola a paris",0,la parte de la piedras no esta pero no se si estaba antes tiene limitado los comentarios y subio una historia viajando con el inutil y fiambrola paris,es
6570,@Iraatiigarcia9 amore hazte una cuenta y te paso link,0,amore hazte una cuenta y te paso link,es
6571,@AngMariscal4T NO  voy a gastar mí  dinero por ése libro  basura 👎,0,no voy gastar mi dinero por ese libro basura,es
6572,Y yo que tengo tres nombres y solo veo a un hombre...todo mal 🤭🤣 https://t.co/oahZJ65CQk,0,y yo que tengo tres nombres y solo veo un hombre todo mal,es
6573,antes de andar sacando el cuero anda a sacarte los piojos q tenés estancados hay,0,antes de andar sacando el cuero anda sacarte los piojos q tenes estancados hay,es
6574,@orzz_21 ian y un amigo!!,0,ian y un amigo,es
6575,extraño a mi novia,0,extrano mi novia,es
6576,"@audrehooks @_Mireia_BCN Miedo me da el juicio, como no me pego, y subí sin coacción...no sé, encima me da la sensación de sentirme culpable.
Espero que vaya saliendo poquito a poco.",0,miedo me da el juicio como no me pego y subi sin coaccion no se encima me da la sensacion de sentirme culpable espero que vaya saliendo poquito poco,es
6577,@laishawilkins Cuando lo que importa es la cantidad y no la calidad.,0,cuando lo que importa es la cantidad y no la calidad,es
6578,@NoelMal27355674 Delicioso provecho 😋 muy sano amigo !!!,0,delicioso provecho muy sano amigo,es
6579,@Razeexdamn @lnternado pq como se enteren los tuyos JAJAJAJAJAJA,0,pq como se enteren los tuyos,es
6580,@Cabro26765017 Lo tengo claro clarinete al burro,0,lo tengo claro clarinete al burro,es
6581,"@UnViejoFlanquer Voy a aprovechar el momento, si me permites… la comunidad no aprueba instalar buzones nuevos y sin ellos, no llega la correspondencia. Ya nos ha avisado correos. Esto el legal??? Es que flipo",0,voy aprovechar el momento si me permites la comunidad no aprueba instalar buzones nuevos y sin ellos no llega la correspondencia ya nos ha avisado correos esto el legal es que flipo,es
6582,@Lmari74 Jajaja. Le ha cogido prestado el jersey a Aznar...,0,le ha cogido prestado el jersey aznar,es
6583,@cjb_rd Si ya estamos listo para que legalizar a los haitianos que están aquí en la ciudad Juan Bosch,0,si ya estamos listo para que legalizar los haitianos que estan aqui en la ciudad juan bosch,es
6584,@BtsAreMyWay @hantebeso tu fandom esta haciendo lo mismo y si es así nadie esta jugando limpio jaja,0,tu fandom esta haciendo lo mismo y si es asi nadie esta jugando limpio,es
6585,RAPHAEL Caballo Viejo 30 aniversario - https://t.co/qvPSCj3WX6 https://t.co/BvxaPjsXEp a través de @YouTube,0,raphael caballo viejo aniversario traves de,es
6586,"Tarde calurosa de trabajo 🏭🚚👨🏻‍💻🙏🕉🍀✨☀️🥤 (@ Volkswagen de México - @volkswagen_mx in Cuautlancingo, PUE) https://t.co/vXi9ZlbEtj",0,tarde calurosa de trabajo volkswagen de mexico in cuautlancingo pue,es
6589,@juanticou esa es,0,esa es,es
6590,solo quedan 9 meses 🥺,0,solo quedan meses,es
6594,"#QEPD 

Muere la papá del #Fofo Márquez, quien luchaba contra el cáncer de pulmón.

https://t.co/0ADDdeOnNL",0,qepd muere la papa del fofo marquez quien luchaba contra el cancer de pulmon,es
6596,"@PoligonoEl Pero tú eres adivino?? Ya sabes que vamos a bajar ?? Mándame el número de la lotería para comprar unos décimos chiquillo!!! 🤣🤣 Ahh por cierto, el dinero se lo gasta quien lo tiene!! 🤙🏻🤙🏻",0,pero tu eres adivino ya sabes que vamos bajar mandame el numero de la loteria para comprar unos decimos chiquillo ahh por cierto el dinero se lo gasta quien lo tiene,es
6597,"@sinbuenostuits Sí, a ver, dónde te los echo. 👀",0,si ver donde te los echo,es
6598,Q suenen los violines de fondo. Q conmovedor.... Avisenle q ya no garpa tirar lastima https://t.co/3RBOHUymax,0,q suenen los violines de fondo q conmovedor avisenle q ya no garpa tirar lastima,es
6599,Jajajaja que suertudota la del rimel ah🤣,0,que suertudota la del rimel ah,es
6601,"Dejando de decir 
""mañana"".",0,dejando de decir manana,es
6602,"no hay nadie más, solo vos cuando me mirássss",0,no hay nadie mas solo vos cuando me mirassss,es
6603,Me da tanta vergüenza hablar de mis sentimientos:(,0,me da tanta verguenza hablar de mis sentimientos,es
6604,"Tarija: el juicio contra Oscar Montes por la obra de bicicross y motocross fue suspendida para el 2023
https://t.co/TgsQ6QQJSQ
Política ! https://t.co/cgWOQXk5jL",0,tarija el juicio contra oscar montes por la obra de bicicross y motocross fue suspendida para el politica,es
6605,"@YoAmoSerMedico Hola, YoAmoSerMedico. Gracias por contactarnos. Al momento el vuelo VB1092 presenta una demora de 160 minutos derivada de mantenimiento en un itinerario previo a tu salida. Garantizar tu seguridad y la de todos nuestros viajeros es una prioridad para nosotros. 1/2",0,hola yoamosermedico gracias por contactarnos al momento el vuelo vb presenta una demora de minutos derivada de mantenimiento en un itinerario previo tu salida garantizar tu seguridad y la de todos nuestros viajeros es una prioridad para nosotros,es
6607,"@__SxccubusQueen (+) y su armadura también, poco a poco avanzó hacia la humana indefensa dejando un rastro de piezas de su armadura pero en cuanto se desabrochó el cinturón y su pantalón cayó un enorme miembro negro y brillante como el látex asomó apuntando hacia arriba.(+)",0,y su armadura tambien poco poco avanzo hacia la humana indefensa dejando un rastro de piezas de su armadura pero en cuanto se desabrocho el cinturon y su pantalon cayo un enorme miembro negro y brillante como el latex asomo apuntando hacia arriba,es
6608,@Clitoryx @pedroferriz3 Viva la democracia gritaran con lujos y auntos madreados https://t.co/0Cjy0drgiz,0,viva la democracia gritaran con lujos y auntos madreados,es
6609,"Les recomiendo a esos que van a la marcha que si no quieren ser la botana de nosotros los chairos, escriban bien sus pancartas, sin faltas de ortografía y no obliguen a sus empleados domésticos a ir a protestar con ustedes.",0,les recomiendo esos que van la marcha que si no quieren ser la botana de nosotros los chairos escriban bien sus pancartas sin faltas de ortografia y no obliguen sus empleados domesticos ir protestar con ustedes,es
6610,"no dicen que tienes que votar 24/7, lit puedes dejar un voto al día que ni te toma cinco minutos, ya que cada voto cuenta, pero no, te la pasas acá en twitter a festejar los logros de Enha cuando tú no has hecho ni mrd, flojaza. https://t.co/kaWPy5X34u",0,no dicen que tienes que votar lit puedes dejar un voto al dia que ni te toma cinco minutos ya que cada voto cuenta pero no te la pasas aca en twitter festejar los logros de enha cuando tu no has hecho ni mrd flojaza,es
6611,Lo que más me duele es borrar los tweets 😭,0,lo que mas me duele es borrar los tweets,es
6612,@danegamez Te vino con pan de regalo. ¡Vaya ofertón!,0,te vino con pan de regalo vaya oferton,es
6613,"@CarlitoVilla83 @RicardoAlemanMx @EdySmol Otro idiota que cree que apoyar a la gente de menos recursos te va a llevar a la quiebra a un país, estados unidos tiene apoyos sociales y es el país según esto de primer mundo, investiga más no te quedes como imbecil como todos los panistas y priistas",0,otro idiota que cree que apoyar la gente de menos recursos te va llevar la quiebra un pais estados unidos tiene apoyos sociales y es el pais segun esto de primer mundo investiga mas no te quedes como imbecil como todos los panistas y priistas,es
6615,Me hago la boluda pero si me dolió 🥲,0,me hago la boluda pero si me dolio,es
6616,"mayor para poder independizarme y ya no tener q bancarme todo tipo de maltrato de los adultos

I’m voting for #BLACKPINK       (@BLACKPINK) for Favorite K-pop Artist at the #AMAs   
https://t.co/YYI9NCq5ao https://t.co/xHMAWWV7uo",0,mayor para poder independizarme y ya no tener q bancarme todo tipo de maltrato de los adultos i m voting for blackpink for favorite k pop artist at the amas,es
